Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,SCAPL,SCAPD,SCATO,SCASh,SCAFld,SCADef,GCA,GCA90,GCAPL,GCAPD,GCATO,GCASh,GCAFld,GCADef,Matches
1541,Marcin Listkowski,POL,"MF,FW",Lecce,Serie A,24,1998,0.9,1,1.11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1542,Valentino Livramento,ENG,"DF,FW",Southampton,Premier League,19,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1543,Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,24,1997,19,56,2.95,47,1,2,5,1,0,6,0.32,6,0,0,0,0,0,0
1544,Javier Llabrés,ESP,FW,Mallorca,La Liga,19,2002,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,Diego Llorente,ESP,DF,"Leeds United,Roma","Premier League,Serie A",28,1993,13.6,10,0.74,9,0,0,1,0,0,1,0.07,1,0,0,0,0,0,0
1547,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,27,1995,18.9,60,3.17,54,1,0,2,1,2,3,0.16,3,0,0,0,0,0,0
1548,Hugo Lloris,FRA,GK,Tottenham,Premier League,35,1986,24.5,5,0.2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1549,Giovani Lo Celso,ARG,"MF,FW",Villarreal,La Liga,26,1996,12.5,60,4.8,45,4,2,4,5,0,3,0.24,3,0,0,0,0,0,0
1550,Stanislav Lobotka,SVK,MF,Napoli,Serie A,27,1994,34.5,70,2.03,58,1,1,2,5,3,8,0.23,6,1,0,1,0,0,0
1551,Manuel Locatelli,ITA,MF,Juventus,Serie A,24,1998,27.2,56,2.06,46,3,2,3,1,1,7,0.26,5,0,1,0,1,0,0
1552,Luka Lochoshvili,GEO,DF,Cremonese,Serie A,24,1998,20.4,14,0.69,10,0,1,2,0,1,2,0.1,1,0,0,1,0,0,0
1553,Bradley Locko,FRA,DF,"Reims,Brest","Ligue 1,Ligue 1",20,2002,14.8,26,1.76,22,1,1,0,1,1,0,0,0,0,0,0,0,0,0
1555,Renan Lodi,BRA,DF,Nott'ham Forest,Premier League,24,1998,24.6,30,1.22,22,6,0,1,1,0,4,0.16,3,0,0,1,0,0,0
1556,Ruben Loftus-Cheek,ENG,"MF,DF",Chelsea,Premier League,26,1996,17.1,36,2.11,31,0,3,1,1,0,4,0.23,4,0,0,0,0,0,0
1557,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,24,1997,28,62,2.21,46,1,2,7,6,0,6,0.21,4,0,0,1,1,0,0
1558,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,24,1997,19.2,87,4.53,60,6,10,5,5,1,12,0.63,8,0,1,2,1,0,0
1559,Anthony Lopes,POR,GK,Lyon,Ligue 1,31,1990,31.3,1,0.03,1,0,0,0,0,0,1,0.03,1,0,0,0,0,0,0
1560,Rony Lopes,POR,"MF,FW",Troyes,Ligue 1,26,1995,26.1,94,3.6,47,27,8,10,2,0,8,0.31,4,2,0,2,0,0,0
1561,David López,ESP,DF,Girona,La Liga,32,1989,18.4,11,0.6,10,0,0,0,0,1,2,0.11,2,0,0,0,0,0,0
1562,Diego López,ESP,GK,"Rayo Vallecano,Valencia","La Liga,La Liga",40,1981,6.1,21,3.44,16,0,0,4,1,0,2,0.33,2,0,0,0,0,0,0
1564,Maxime Lopez,FRA,MF,Sassuolo,Serie A,24,1997,25.5,73,2.86,64,6,1,2,0,0,4,0.16,3,0,0,1,0,0,0
1565,Pau López,ESP,GK,Marseille,Ligue 1,27,1994,32.5,6,0.18,4,2,0,0,0,0,2,0.06,1,1,0,0,0,0,0
1566,Unai López,ESP,MF,Rayo Vallecano,La Liga,26,1995,13.9,48,3.45,35,9,0,1,2,1,3,0.22,3,0,0,0,0,0,0
1567,Dion Lopy,SEN,MF,Reims,Ligue 1,20,2002,15.3,36,2.35,26,2,1,3,4,0,4,0.26,2,0,0,0,2,0,0
1568,Anthony Losilla,FRA,MF,Bochum,Bundesliga,36,1986,30.2,41,1.36,32,0,0,4,2,3,6,0.2,5,0,0,1,0,0,0
1569,Jordan Lotomba,SUI,DF,Nice,Ligue 1,23,1998,27.3,55,2.01,44,4,1,2,2,2,5,0.18,5,0,0,0,0,0,0
1570,Matteo Lovato,ITA,DF,Salernitana,Serie A,22,2000,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1571,Dejan Lovren,CRO,DF,Lyon,Ligue 1,33,1989,16.2,10,0.62,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0
1572,Sandi Lovrić,SVN,MF,Udinese,Serie A,24,1998,25.9,87,3.36,53,18,4,9,2,1,9,0.35,6,1,1,1,0,0,0
1573,Jamal Lowe,JAM,"MF,FW",Bournemouth,Premier League,28,1994,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1574,Anthony Lozano,HON,FW,Cádiz,La Liga,29,1993,16,34,2.13,20,0,7,5,2,0,5,0.31,2,0,1,1,1,0,0
1575,Hirving Lozano,MEX,FW,Napoli,Serie A,27,1995,17.8,68,3.82,52,0,7,4,2,3,8,0.45,7,0,0,1,0,0,0
1576,Pol Lozano,ESP,MF,Espanyol,La Liga,22,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1577,Jean Lucas,BRA,MF,Monaco,Ligue 1,24,1998,3.2,5,1.56,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1578,Jhon Lucumí,COL,DF,Bologna,Serie A,24,1998,32.2,30,0.93,25,0,0,3,1,1,6,0.19,5,0,0,0,1,0,0
1579,José Luis Gayà,ESP,DF,Valencia,La Liga,27,1995,30.1,94,3.12,70,13,4,3,4,0,7,0.23,4,1,0,1,1,0,0
1580,José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,35,1987,13.5,29,2.15,19,0,5,4,1,0,4,0.3,2,0,0,2,0,0,0
1581,José Luis Palomino,ARG,DF,Atalanta,Serie A,32,1990,8.4,9,1.07,7,0,1,1,0,0,2,0.24,1,0,0,1,0,0,0
1582,Douglas Luiz,BRA,MF,Aston Villa,Premier League,24,1998,32.5,96,2.95,61,26,4,1,1,3,12,0.37,9,1,0,0,0,2,0
1583,Romelu Lukaku,BEL,FW,Inter,Serie A,29,1993,18.4,73,3.97,59,0,6,5,3,0,11,0.6,9,0,2,0,0,0,0
1584,Castello Lukeba,FRA,DF,Lyon,Ligue 1,19,2002,33.2,17,0.51,17,0,0,0,0,0,3,0.09,3,0,0,0,0,0,0
1585,Dodi Lukebakio,BEL,"FW,MF",Hertha BSC,Bundesliga,24,1997,26.6,85,3.2,48,10,16,2,7,2,9,0.34,5,1,1,1,1,0,0
1586,Saša Lukić,SRB,MF,"Fulham,Torino","Premier League,Serie A",25,1996,17.9,49,2.74,39,3,0,2,3,2,3,0.17,2,0,0,0,0,1,0
1588,Andriy Lunin,UKR,GK,Real Madrid,La Liga,23,1999,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1589,Andrey Lunyov,RUS,GK,Leverkusen,Bundesliga,30,1991,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1590,Sebastiano Luperto,ITA,DF,Empoli,Serie A,25,1996,34.8,12,0.34,10,1,0,1,0,0,2,0.06,2,0,0,0,0,0,0
1591,Lyanco,BRA,DF,Southampton,Premier League,25,1997,13.1,9,0.69,6,1,1,1,0,0,0,0,0,0,0,0,0,0,0
1592,Charalambos Lykogiannis,GRE,DF,Bologna,Serie A,28,1993,12.3,29,2.36,19,6,1,2,1,0,2,0.16,0,2,0,0,0,0,0
1593,Youssouf M'Changama,COM,MF,Auxerre,Ligue 1,31,1990,12,29,2.42,19,5,0,0,5,0,2,0.17,1,0,0,0,1,0,0
1594,Awer Mabil,AUS,"MF,FW",Cádiz,La Liga,26,1995,1.8,2,1.11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1595,Alexis Mac Allister,ARG,MF,Brighton,Premier League,23,1998,32.1,106,3.3,76,7,9,8,4,2,8,0.25,7,0,1,0,0,0,0
1596,Deiver Machado,COL,"DF,MF",Lens,Ligue 1,28,1993,24.3,42,1.73,26,4,2,0,8,2,6,0.25,3,2,0,0,0,1,0
1597,Darwin Machís,VEN,FW,Valladolid,La Liga,29,1993,6.7,20,2.99,13,0,2,2,3,0,1,0.15,1,0,0,0,0,0,0
1598,James Maddison,ENG,"MF,FW",Leicester City,Premier League,25,1996,27.6,138,5,76,29,12,7,12,2,13,0.47,10,1,1,0,1,0,0
1599,Noni Madueke,ENG,FW,Chelsea,Premier League,20,2002,7.1,24,3.38,19,0,4,1,0,0,1,0.14,1,0,0,0,0,0,0
1600,Pablo Maffeo,ESP,DF,Mallorca,La Liga,25,1997,33.1,62,1.87,43,10,3,1,5,0,6,0.18,4,0,0,1,1,0,0
1601,Lisandro Magallán,ARG,DF,Elche,La Liga,28,1993,10,9,0.9,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1602,Soungoutou Magassa,FRA,MF,Monaco,Ligue 1,18,2003,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1603,Giulio Maggiore,ITA,MF,Salernitana,Serie A,24,1998,9.9,14,1.41,11,0,0,2,1,0,1,0.1,1,0,0,0,0,0,0
1604,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,26,1995,17,13,0.76,11,0,1,1,0,0,2,0.12,1,0,1,0,0,0,0
1605,Hugo Magnetti,FRA,MF,Brest,Ligue 1,24,1998,18.8,34,1.81,29,0,2,2,0,1,5,0.27,3,0,0,1,0,1,0
1606,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,25,1997,26.7,47,1.76,39,0,1,1,2,4,3,0.11,3,0,0,0,0,0,0
1607,Harry Maguire,ENG,DF,Manchester Utd,Premier League,29,1993,8.5,5,0.59,5,0,0,0,0,0,1,0.12,1,0,0,0,0,0,0
1608,Jon Magunacelaya,ESP,"MF,FW",Real Sociedad,La Liga,22,2000,0.7,4,5.71,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1609,Riyad Mahrez,ALG,"FW,MF",Manchester City,Premier League,31,1991,21.3,116,5.45,74,17,7,10,6,2,21,0.99,13,2,2,3,0,1,0
1610,Arne Maier,GER,MF,Augsburg,Bundesliga,23,1999,21.8,42,1.93,25,8,0,3,3,3,5,0.23,2,0,0,2,0,1,0
1611,Mike Maignan,FRA,GK,Milan,Serie A,27,1995,22,3,0.14,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0
1612,Linton Maina,GER,"FW,MF",Köln,Bundesliga,23,1999,24.9,71,2.85,54,5,5,5,1,1,12,0.48,9,0,2,0,1,0,0
1613,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,17,2005,0.1,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1614,Ainsley Maitland-Niles,ENG,"DF,MF",Southampton,Premier League,24,1997,15.6,24,1.54,22,0,1,0,1,0,2,0.13,1,0,0,0,1,0,0
1615,Jordan Majchrzak,POL,FW,Roma,Serie A,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1616,Lovro Majer,CRO,"MF,FW",Rennes,Ligue 1,24,1998,18.5,79,4.27,53,8,3,6,8,1,6,0.32,3,2,0,0,1,0,0
1617,Jean-Victor Makengo,FRA,MF,"Udinese,Lorient","Serie A,Ligue 1",24,1998,20.7,37,1.79,28,0,4,1,3,1,2,0.1,2,0,0,0,0,0,0
1619,Béni Makouana,CGO,"FW,MF",Montpellier,Ligue 1,19,2002,2.2,2,0.91,1,0,0,0,1,0,1,0.45,0,0,0,0,1,0,0
1620,Nemanja Maksimović,SRB,MF,Getafe,La Liga,27,1995,22.8,30,1.32,25,0,0,3,1,1,1,0.04,1,0,0,0,0,0,0
1621,Tyrell Malacia,NED,DF,Manchester Utd,Premier League,22,1999,15.5,19,1.23,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1622,Lorenzo Malagrida,ITA,"MF,DF",Sampdoria,Serie A,18,2003,1.2,2,1.67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,Daniel Maldini,ITA,"FW,MF",Spezia,Serie A,20,2001,7,22,3.14,10,1,5,2,4,0,0,0,0,0,0,0,0,0,0
1624,Youssef Maleh,MAR,MF,"Fiorentina,Lecce","Serie A,Serie A",23,1998,10.8,18,1.67,15,1,0,1,1,0,1,0.09,1,0,0,0,0,0,0
1626,Donyell Malen,NED,FW,Dortmund,Bundesliga,23,1999,19,80,4.21,50,9,12,4,5,0,14,0.74,9,0,3,1,1,0,0
1627,Ruslan Malinovskyi,UKR,"MF,FW","Atalanta,Marseille","Serie A,Ligue 1",29,1993,19.7,83,4.21,46,16,5,7,8,1,7,0.36,4,0,0,3,0,0,0
1629,Hugo Mallo,ESP,DF,Celta Vigo,La Liga,31,1991,24,50,2.08,41,4,1,3,1,0,6,0.25,5,1,0,0,0,0,0
1630,Mickael Malsa,MTQ,MF,Valladolid,La Liga,26,1995,0.8,1,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1631,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,21,2000,38,4,0.11,1,3,0,0,0,0,1,0.03,0,1,0,0,0,0,0
1632,Hianga Mananga Mbock,FRA,MF,Brest,Ligue 1,22,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,Gianluca Mancini,ITA,DF,Roma,Serie A,26,1996,31.8,37,1.16,30,1,0,4,1,1,3,0.09,2,0,0,0,1,0,0
1634,Steve Mandanda,FRA,GK,Rennes,Ligue 1,37,1985,33.5,5,0.15,5,0,0,0,0,0,2,0.06,2,0,0,0,0,0,0
1635,Reinildo Mandava,MOZ,DF,Atlético Madrid,La Liga,28,1994,20.6,23,1.12,21,0,0,0,1,1,1,0.05,1,0,0,0,0,0,0
1636,Aïssa Mandi,ALG,DF,Villarreal,La Liga,30,1991,16.2,9,0.56,8,1,0,0,0,0,2,0.12,2,0,0,0,0,0,0
1637,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25,1997,21.7,87,4.01,59,19,0,6,2,1,8,0.37,5,1,0,1,1,0,0
1638,Sadio Mané,SEN,"FW,MF",Bayern Munich,Bundesliga,30,1992,15.8,61,3.86,44,0,4,9,4,0,11,0.7,8,0,1,2,0,0,0
1639,Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,24,1998,17.2,13,0.76,11,0,0,0,2,0,1,0.06,1,0,0,0,0,0,0
1640,Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35,1987,14.8,42,2.84,16,24,0,1,1,0,1,0.07,1,0,0,0,0,0,0
1641,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,17.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1642,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28,1994,0.4,1,2.5,0,0,0,0,0,1,1,2.5,0,0,0,0,0,1,0
1643,Myziane Maolida,FRA,"MF,FW","Reims,Hertha BSC","Ligue 1,Bundesliga",23,1999,3.7,4,1.08,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1645,Faitout Maouassa,FRA,"FW,DF",Montpellier,Ligue 1,24,1998,21.4,57,2.66,39,6,5,4,2,1,10,0.47,10,0,0,0,0,0,0
1646,Sekou Mara,FRA,"FW,MF",Southampton,Premier League,20,2002,6.2,12,1.94,8,0,3,0,0,1,3,0.48,2,0,1,0,0,0,0
1647,Marcão,BRA,DF,Sevilla,La Liga,26,1996,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1648,Solly March,ENG,"FW,DF",Brighton,Premier League,28,1994,30.2,140,4.64,91,15,19,9,4,2,14,0.46,10,1,1,2,0,0,0
1649,Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,34,1988,19,2,0.11,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1650,Federico Marchetti,ITA,GK,Spezia,Serie A,39,1983,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1651,Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25,1997,27.2,52,1.91,43,0,2,4,3,0,9,0.33,8,0,0,0,1,0,0
1652,Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,24,1998,3.1,8,2.58,7,0,1,0,0,0,2,0.65,2,0,0,0,0,0,0
1653,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,30,1992,24.7,21,0.85,19,1,0,0,1,0,2,0.08,2,0,0,0,0,0,0
1654,Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,27,1995,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,31.3,75,2.4,63,7,1,1,1,2,9,0.29,8,0,1,0,0,0,0
1656,Alberto Marí,ESP,"FW,MF",Valencia,La Liga,21,2001,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1657,José Mari,ESP,MF,Cádiz,La Liga,34,1987,4.4,13,2.95,10,1,0,1,0,1,0,0,0,0,0,0,0,0,0
1658,Pablo Marí,ESP,DF,Monza,Serie A,28,1993,27.6,14,0.51,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1659,José María Giménez,URU,DF,Atlético Madrid,La Liga,27,1995,26.9,22,0.82,18,0,0,2,1,1,3,0.11,3,0,0,0,0,0,0
1660,Mariano,DOM,FW,Real Madrid,La Liga,28,1993,1.7,1,0.59,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1661,Pablo Marín,ESP,"MF,FW",Real Sociedad,La Liga,19,2003,4,11,2.75,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1662,Răzvan Marin,ROU,MF,Empoli,Serie A,26,1996,28.2,92,3.26,54,34,2,1,1,0,4,0.14,1,3,0,0,0,0,0
1663,Diego Mariño,ESP,GK,Almería,La Liga,32,1990,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1664,Guillermo Maripán,CHI,DF,Monaco,Ligue 1,28,1994,24,13,0.54,11,0,0,2,0,0,4,0.17,2,0,0,2,0,0,0
1665,Marlon,BRA,DF,Monza,Serie A,26,1995,17.7,7,0.4,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1666,Omar Marmoush,EGY,FW,Wolfsburg,Bundesliga,23,1999,16.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,Marquinhos,BRA,MF,"Arsenal,Paris S-G","Premier League,Ligue 1",19,2003,30.2,19,0.63,15,1,0,3,0,0,2,0.07,2,0,0,0,0,0,0
1669,Luca Marrone,ITA,DF,Monza,Serie A,32,1990,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1670,Eric Martel,GER,MF,Köln,Bundesliga,20,2002,22.4,30,1.34,23,0,3,3,1,0,1,0.04,1,0,0,0,0,0,0
1671,Roger Martí,ESP,FW,"Elche,Cádiz","La Liga,La Liga",31,1991,14.4,25,1.74,16,0,1,4,2,2,1,0.07,1,0,0,0,0,0,0
1673,Anthony Martial,FRA,FW,Manchester Utd,Premier League,26,1995,10.9,28,2.57,22,0,1,3,1,1,5,0.46,2,0,1,1,1,0,0
1674,Aarón Martín,ESP,DF,Mainz 05,Bundesliga,25,1997,20.5,59,2.88,39,18,1,1,0,0,5,0.24,4,1,0,0,0,0,0
1675,Ander Martin,ESP,"MF,FW",Real Sociedad,La Liga,21,2000,0.5,4,8,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1676,Andrés Martín,ESP,"FW,MF",Rayo Vallecano,La Liga,23,1999,2.3,6,2.61,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1677,Carlos Martín,ESP,"FW,MF",Atlético Madrid,La Liga,20,2002,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1678,Iván Martín,ESP,MF,Girona,La Liga,23,1999,17.6,34,1.93,30,0,1,1,2,0,6,0.34,4,0,0,0,2,0,0
1679,Jonas Martin,FRA,MF,Lille,Ligue 1,32,1990,3.1,6,1.94,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,Gabriel Martinelli,BRA,FW,Arsenal,Premier League,21,2001,31,127,4.1,89,8,12,12,4,2,17,0.55,10,0,2,5,0,0,0
1681,Arnau Martinez,ESP,DF,Girona,La Liga,19,2003,30.4,75,2.47,65,0,2,3,5,0,9,0.3,7,0,0,0,2,0,0
1682,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,29,1992,34.9,5,0.14,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1683,Iñigo Martínez,ESP,DF,Athletic Club,La Liga,31,1991,14.9,13,0.87,10,0,0,3,0,0,1,0.07,1,0,0,0,0,0,0
1684,Lautaro Martínez,ARG,FW,Inter,Serie A,24,1997,28.6,94,3.29,65,2,4,13,9,1,16,0.56,9,0,1,3,2,1,0
1685,Lisandro Martínez,ARG,DF,Manchester Utd,Premier League,24,1998,23.5,18,0.77,16,0,0,1,0,1,1,0.04,1,0,0,0,0,0,0
1686,Lucas Martínez Quarta,ARG,DF,Fiorentina,Serie A,26,1996,24.1,28,1.16,21,2,0,4,0,1,2,0.08,2,0,0,0,0,0,0
1687,Roger Martínez,ESP,DF,Espanyol,La Liga,18,2004,0.1,2,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1688,Gelson Martins,POR,"MF,FW",Monaco,Ligue 1,27,1995,3.8,15,3.95,11,0,1,2,1,0,1,0.26,1,0,0,0,0,0,0
1689,Adam Marušić,MNE,DF,Lazio,Serie A,29,1992,30.7,35,1.14,28,3,0,1,0,3,3,0.1,2,0,0,1,0,0,0
1690,Omar Mascarell,ESP,"MF,DF",Elche,La Liga,29,1993,27.2,42,1.54,30,11,1,0,0,0,3,0.11,1,2,0,0,0,0,0
1691,Adam Masina,MAR,DF,Udinese,Serie A,28,1994,8.8,5,0.57,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1692,Jordi Masip,ESP,GK,Valladolid,La Liga,33,1989,27.9,4,0.14,2,2,0,0,0,0,1,0.04,0,1,0,0,0,0,0
1693,Erhan Mašović,SRB,"DF,MF",Bochum,Bundesliga,23,1998,24.2,18,0.74,15,0,0,2,0,1,0,0,0,0,0,0,0,0,0
1694,Han-Noah Massengo,FRA,MF,Auxerre,Ligue 1,21,2001,12.4,28,2.26,21,0,1,1,2,3,1,0.08,0,0,0,0,1,0,0
1695,Yanis Massolin,FRA,MF,Clermont Foot,Ligue 1,19,2002,0.7,1,1.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,Jaime Mata,ESP,"FW,MF",Getafe,La Liga,33,1988,4.9,10,2.04,8,0,0,2,0,0,2,0.41,1,0,0,1,0,0,0
1697,Pape Matar Sarr,SEN,"MF,FW",Tottenham,Premier League,19,2002,2.4,4,1.67,4,0,0,0,0,0,2,0.83,2,0,0,0,0,0,0
1698,Eliot Matazo,BEL,MF,Monaco,Ligue 1,20,2002,13.1,11,0.84,9,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1699,Jean-Philippe Mateta,FRA,FW,Crystal Palace,Premier League,25,1997,8.6,8,0.93,3,0,0,3,2,0,1,0.12,0,0,0,0,1,0,0
1700,Nemanja Matić,SRB,MF,Roma,Serie A,33,1988,20.6,52,2.52,46,1,3,2,0,0,7,0.34,5,0,1,1,0,0,0
1701,Joël Matip,CMR,DF,Liverpool,Premier League,30,1991,12.1,16,1.32,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1702,Henning Matriciani,GER,DF,Schalke 04,Bundesliga,22,2000,20.7,21,1.01,16,2,1,1,0,1,4,0.19,3,0,0,0,0,1,0
1703,Chrislain Matsima,FRA,"DF,MF","Lorient,Monaco","Ligue 1,Ligue 1",20,2002,7.5,4,0.53,3,0,1,0,0,0,3,0.4,2,0,1,0,0,0,0
1705,Jean Mattéo Bahoya,FRA,"FW,MF",Angers,Ligue 1,17,2005,3,4,1.33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1706,Azor Matusiwa,NED,MF,Reims,Ligue 1,24,1998,27.6,68,2.46,64,0,0,2,1,1,3,0.11,3,0,0,0,0,0,0
1707,Neal Maupay,FRA,FW,Everton,Premier League,25,1996,12.4,18,1.45,12,0,1,2,3,0,1,0.08,1,0,0,0,0,0,0
1708,Aïman Maurer,MAR,MF,Clermont Foot,Ligue 1,17,2004,5.6,13,2.32,8,2,1,1,1,0,1,0.18,1,0,0,0,0,0,0
1709,Stephy Mavididi,ENG,FW,Montpellier,Ligue 1,24,1998,14.3,44,3.08,22,0,8,7,5,2,4,0.28,3,0,1,0,0,0,0
1710,Konstantinos Mavropanos,GRE,DF,Stuttgart,Bundesliga,24,1997,25.4,37,1.46,26,2,2,5,1,1,4,0.16,3,0,0,0,0,1,0
1711,Christian Mawissa,FRA,DF,Toulouse,Ligue 1,17,2005,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1712,Philipp Max,GER,DF,Eint Frankfurt,Bundesliga,28,1993,7.7,31,4.03,17,11,1,2,0,0,1,0.13,1,0,0,0,0,0,0
1713,Eric Maxim Choupo-Moting,CMR,FW,Bayern Munich,Bundesliga,33,1989,12.4,42,3.39,33,0,4,4,0,1,5,0.4,5,0,0,0,0,0,0
1714,Luís Maximiano,POR,GK,Lazio,Serie A,23,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,Keke Maximilian Topp,GER,FW,Schalke 04,Bundesliga,18,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,Fernand Mayembo,CGO,DF,Ajaccio,Ligue 1,26,1996,7.9,4,0.51,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0
1717,Borja Mayoral,ESP,FW,Getafe,La Liga,25,1997,30.7,58,1.89,43,0,4,4,7,0,3,0.1,2,0,1,0,0,0,0
1718,Ibrahim Maza,GER,"MF,FW",Hertha BSC,Bundesliga,16,2005,0.8,1,1.25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1719,Derek Mazou-Sacko,FRA,MF,Troyes,Ligue 1,17,2004,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1720,Noussair Mazraoui,MAR,DF,Bayern Munich,Bundesliga,24,1997,11.9,33,2.77,29,0,0,2,1,1,5,0.42,4,0,0,0,0,1,0
1721,Pasquale Mazzocchi,ITA,DF,Salernitana,Serie A,27,1995,21.8,63,2.89,43,12,5,0,2,1,9,0.41,5,1,2,0,1,0,0
1722,Kevin Mbabu,SUI,"DF,FW",Fulham,Premier League,27,1995,1.6,3,1.88,2,0,1,0,0,0,1,0.63,1,0,0,0,0,0,0
1723,Noah Mbamba,BEL,MF,Leverkusen,Bundesliga,17,2005,0,0,#DIV/0!,0,0,0,0,0,0,0,#DIV/0!,0,0,0,0,0,0,0
1724,Kylian Mbappé,FRA,FW,Paris S-G,Ligue 1,23,1998,31.3,143,4.57,96,3,19,15,10,0,23,0.73,12,0,4,5,2,0,0
1725,Mamadou Mbaye,SEN,DF,Cádiz,La Liga,24,1998,8.4,4,0.48,2,0,0,0,0,2,1,0.12,1,0,0,0,0,0,0
1726,Chancel Mbemba,COD,DF,Marseille,Ligue 1,27,1994,31.7,36,1.14,32,0,0,3,1,0,1,0.03,1,0,0,0,0,0,0
1727,Bryan Mbeumo,CMR,FW,Brentford,Premier League,22,1999,32.3,97,3,62,27,7,0,1,0,15,0.46,12,2,1,0,0,0,0
1728,Jason Mbock,FRA,"MF,FW",Angers,Ligue 1,22,1999,0.3,1,3.33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
