Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,TCmp,TAtt,TCmpp,TTD,TPD,SCmp,SAtt,SCmpp,MCmp,MAtt,MCmpp,LCmp,LAtt,LCmpp,LAst,LxAG,LxA,LAxAG,LKP,LFTP,LPPA,LCrsPA,LPrgP
2149,Stefan Posch,AUT,DF,"Bologna,Hoffenheim","Serie A,Bundesliga",25,1997,28.3,1407,1817,144.2,24898,10707,660,727,90.78404401650619,574,688,83.43023255813954,148,305,48.52459016393443,2,2.0,1.9,0.0,23,112,27,6,148
2151,Yussuf Poulsen,DEN,FW,RB Leipzig,Bundesliga,28,1994,4.6,69,126,54.8,844,220,40,61,65.57377049180327,14,37,37.83783783783784,4,9,44.44444444444444,1,1.8,1.6,-0.8,8,7,2,1,7
2152,José Pozo,ESP,"MF,FW",Rayo Vallecano,La Liga,26,1996,1.0,34,45,75.6,481,128,20,24,83.33333333333334,8,13,61.53846153846154,3,4,75.0,0,0.1,0.2,-0.1,2,5,2,0,6
2153,Manuel Pozo,ESP,FW,Valladolid,La Liga,20,2001,0.2,6,8,75.0,89,38,3,4,75.0,1,2,50.0,1,1,100.0,0,0.0,0.0,0.0,1,1,0,0,1
2154,Alejandro Pozo Pozo,ESP,DF,Almería,La Liga,23,1999,20.9,814,1117,72.9,13478,5554,421,470,89.57446808510639,303,392,77.29591836734694,72,174,41.37931034482759,3,3.6,2.6,-0.6,24,40,21,16,64
2155,Dennis Praet,BEL,"MF,FW",Leicester City,Premier League,28,1994,7.2,200,270,74.1,2897,680,117,138,84.78260869565217,62,77,80.51948051948052,13,27,48.148148148148145,0,0.5,0.4,-0.5,3,10,5,1,17
2156,Abdón Prats,ESP,"FW,MF",Mallorca,La Liga,29,1992,4.6,58,91,63.7,874,173,27,45,60.0,18,28,64.28571428571429,6,7,85.71428571428571,1,1.4,0.2,-0.4,7,4,3,0,8
2157,Sanjin Prcić,BIH,MF,Strasbourg,Ligue 1,28,1993,18.1,890,1056,84.3,17168,4866,341,382,89.26701570680629,382,427,89.46135831381733,142,204,69.6078431372549,1,0.8,1.4,0.2,12,90,10,2,112
2158,Isaac Price,NIR,MF,Everton,Premier League,18,2003,0.4,12,14,85.7,203,44,6,7,85.71428571428571,5,6,83.33333333333334,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,1
2159,Grischa Prömel,GER,MF,Hoffenheim,Bundesliga,27,1995,16.2,363,473,76.7,5687,1378,201,242,83.05785123966942,128,154,83.11688311688312,25,45,55.55555555555556,1,1.1,0.8,-0.1,8,29,5,1,39
2160,Ivan Provedel,ITA,GK,Lazio,Serie A,28,1994,37.9,1061,1323,80.2,28575,20681,236,237,99.57805907172997,410,421,97.38717339667458,408,654,62.38532110091744,0,0.0,0.1,0.0,1,21,1,0,0
2161,Javi Puado,ESP,"FW,MF",Espanyol,La Liga,24,1998,26.0,450,590,76.3,6618,1312,250,295,84.7457627118644,146,192,76.04166666666666,26,44,59.09090909090909,2,2.6,2.0,-0.6,25,15,21,3,58
2162,Mehdi Puch Herrantz,FRA,MF,Ajaccio,Ligue 1,18,2004,0.5,22,28,78.6,375,122,11,12,91.66666666666666,8,12,66.66666666666666,2,2,100.0,0,0.1,0.0,-0.1,2,2,1,0,4
2163,Tymoteusz Puchacz,POL,DF,Union Berlin,Bundesliga,23,1999,0.6,22,36,61.1,367,71,12,15,80.0,8,12,66.66666666666666,2,7,28.57142857142857,0,0.0,0.0,0.0,1,0,0,0,2
2164,Arnau Puigmal,ESP,"MF,FW",Almería,La Liga,21,2001,8.5,193,274,70.4,2779,909,117,138,84.78260869565217,64,94,68.08510638297872,9,23,39.130434782608695,0,0.5,0.8,-0.5,8,9,7,3,16
2165,Christian Pulisic,USA,"FW,DF",Chelsea,Premier League,23,1998,9.1,238,301,79.1,3262,556,154,177,87.00564971751412,66,84,78.57142857142857,10,18,55.55555555555556,1,0.7,0.4,0.3,12,14,3,1,23
2166,Ignacio Pussetto,ARG,"MF,DF",Sampdoria,Serie A,26,1995,1.7,34,56,60.7,404,91,25,32,78.125,7,12,58.333333333333336,0,4,0.0,0,0.2,0.1,-0.2,2,2,0,0,1
2167,Niklas Pyyhtiä,FIN,MF,Bologna,Serie A,18,2003,1.2,41,53,77.4,609,66,26,31,83.87096774193549,13,15,86.66666666666667,2,5,40.0,1,0.1,0.0,0.9,2,3,0,0,1
2168,Fabio Quagliarella,ITA,FW,Sampdoria,Serie A,39,1983,8.9,159,245,64.9,2528,609,78,100,78.0,49,72,68.05555555555556,18,37,48.64864864864865,1,0.7,0.7,0.3,7,15,7,1,25
2169,Giacomo Quagliata,ITA,DF,Cremonese,Serie A,22,2000,7.8,221,338,65.4,3802,1660,108,123,87.8048780487805,90,132,68.18181818181817,20,62,32.25806451612903,1,1.0,1.0,0.0,13,21,10,8,28
2170,Eduardo Quaresma,POR,DF,Hoffenheim,Bundesliga,20,2002,1.0,60,68,88.2,1119,317,21,24,87.5,36,39,92.3076923076923,3,5,60.0,0,0.0,0.0,0.0,0,5,1,0,10
2171,Joshua Quarshie,GER,MF,Hoffenheim,Bundesliga,18,2004,0.0,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2172,Ghjuvanni Quilichini,FRA,GK,Ajaccio,Ligue 1,19,2002,0.9,14,34,41.2,511,427,1,1,100.0,5,5,100.0,8,28,28.57142857142857,0,0.0,0.0,0.0,0,0,0,0,0
2173,Domingos Quina,POR,MF,Elche,La Liga,22,1999,3.1,122,147,83.0,2173,674,54,60,90.0,56,62,90.32258064516128,10,15,66.66666666666666,0,0.4,0.5,-0.4,3,16,4,1,17
2174,Rubén Quintanilla,ESP,DF,Mallorca,La Liga,20,2002,0.0,2,2,100.0,70,21,0,0,,0,0,,2,2,100.0,0,0.0,0.0,0.0,0,0,0,0,1
2175,Adrien Rabiot,FRA,MF,Juventus,Serie A,27,1995,30.5,971,1191,81.5,15511,4279,513,586,87.54266211604096,339,412,82.28155339805825,83,117,70.94017094017094,4,2.3,1.9,1.7,31,99,23,4,133
2176,Nemanja Radonjić,SRB,"MF,FW",Torino,Serie A,26,1996,16.2,298,473,63.0,4373,1199,181,231,78.35497835497836,77,124,62.096774193548384,25,62,40.32258064516129,2,1.7,2.4,0.3,18,20,19,8,42
2177,Ivan Radovanović,SRB,"MF,DF",Salernitana,Serie A,33,1988,7.5,214,265,80.8,4318,1602,75,84,89.28571428571429,105,115,91.30434782608695,32,57,56.14035087719298,0,0.0,0.1,0.0,1,19,0,0,16
2178,Ionuț Radu,ROU,GK,"Cremonese,Auxerre","Serie A,Ligue 1",25,1997,26.0,566,934,123.5,17608,13396,92,93,98.9247311827957,242,245,98.77551020408163,228,585,38.97435897435898,0,0.4,0.1,-0.4,3,26,2,0,0
2180,Ștefan Radu,ROU,FW,Lazio,Serie A,35,1986,0.0,6,7,85.7,78,21,4,4,100.0,2,3,66.66666666666666,0,0,,0,0.0,0.0,0.0,0,0,0,0,1
2181,Antonio Raillo,ESP,DF,Mallorca,La Liga,30,1991,30.7,902,1088,82.9,18671,6723,230,271,84.87084870848709,566,612,92.48366013071896,99,173,57.22543352601156,3,1.1,0.6,1.9,7,32,0,0,50
2182,Antonio Raimondo,ITA,FW,Bologna,Serie A,18,2004,0.2,3,4,75.0,21,3,2,3,66.66666666666666,0,0,,0,0,,0,0.0,0.0,0.0,0,1,0,0,0
2183,Predrag Rajković,SRB,GK,Mallorca,La Liga,26,1995,36.0,717,1210,59.3,28066,23317,75,76,98.68421052631578,236,239,98.74476987447699,401,888,45.15765765765766,0,0.5,0.1,-0.5,4,51,1,0,3
2184,Ivan Rakitić,CRO,MF,Sevilla,La Liga,34,1988,19.9,997,1241,80.3,17745,4758,490,558,87.81362007168458,354,411,86.13138686131386,120,203,59.11330049261084,3,1.9,2.7,1.1,28,113,23,5,148
2185,Diant Ramaj,GER,GK,Eint Frankfurt,Bundesliga,20,2001,1.0,21,25,84.0,501,271,5,5,100.0,12,12,100.0,4,8,50.0,0,0.0,0.0,0.0,0,0,0,0,0
2186,Largie Ramazani,BEL,"FW,MF",Almería,La Liga,21,2001,15.6,195,291,67.0,3103,857,107,140,76.42857142857142,66,90,73.33333333333333,16,29,55.172413793103445,1,1.7,1.8,-0.7,13,22,11,1,30
2187,Simon Ramet,FRA,DF,Lille,Ligue 1,19,2003,0.0,0,0,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2188,Adil Rami,FRA,DF,Troyes,Ligue 1,36,1985,17.7,615,731,84.1,12742,5477,194,211,91.9431279620853,306,343,89.21282798833819,103,154,66.88311688311688,1,0.6,0.2,0.4,3,45,2,1,35
2189,Chris Ramos,ESP,FW,Cádiz,La Liga,25,1997,7.9,79,149,53.0,854,206,57,92,61.95652173913043,12,28,42.857142857142854,2,4,50.0,0,0.2,0.7,-0.2,4,7,1,1,6
2190,Sergio Ramos,ESP,DF,Paris S-G,Ligue 1,36,1986,30.0,2394,2535,94.4,46077,15119,815,860,94.76744186046511,1231,1263,97.46634996041172,283,327,86.54434250764525,1,0.2,0.8,0.8,4,215,6,2,163
2191,Aaron Ramsdale,ENG,GK,Arsenal,Premier League,24,1998,38.0,761,1111,68.5,18974,13109,190,196,96.93877551020408,383,390,98.2051282051282,186,519,35.83815028901734,0,0.0,0.0,0.0,0,30,2,0,8
2192,Aaron Ramsey,WAL,MF,Nice,Ligue 1,31,1990,17.6,915,1088,84.1,16069,3809,398,431,92.34338747099768,382,444,86.03603603603604,100,159,62.893081761006286,1,1.8,2.0,-0.8,28,88,20,3,126
2193,Jacob Ramsey,ENG,"MF,FW",Aston Villa,Premier League,21,2001,29.3,728,889,81.9,10240,2665,444,500,88.8,217,266,81.57894736842105,34,46,73.91304347826086,7,5.1,2.9,1.9,42,67,28,4,98
2194,Luca Ranieri,ITA,DF,Fiorentina,Serie A,23,1999,5.6,278,334,83.2,5363,1832,96,105,91.42857142857143,143,158,90.50632911392405,37,62,59.67741935483871,0,0.1,0.1,-0.1,2,18,0,0,11
2195,Andrea Ranocchia,ITA,DF,Monza,Serie A,34,1988,0.5,16,19,84.2,347,109,2,2,100.0,11,12,91.66666666666666,2,4,50.0,0,0.0,0.0,0.0,0,2,0,0,0
2196,Filippo Ranocchia,ITA,MF,Monza,Serie A,21,2001,5.9,201,255,78.8,3906,1183,81,93,87.09677419354838,83,98,84.6938775510204,32,49,65.3061224489796,0,0.4,0.4,-0.4,7,23,7,1,26
2197,Lilian Raolisoa,FRA,"DF,MF",Angers,Ligue 1,22,2000,1.9,98,119,82.4,1631,387,48,51,94.11764705882352,38,49,77.55102040816327,9,15,60.0,0,0.8,0.5,-0.8,3,4,4,1,10
2198,Raphinha,BRA,FW,Barcelona,La Liga,25,1996,23.0,915,1266,72.3,15558,3922,475,556,85.431654676259,304,393,77.35368956743002,107,226,47.34513274336283,7,9.8,9.3,-2.8,57,48,74,20,104
2199,Nicolai Rapp,GER,"MF,DF",Werder Bremen,Bundesliga,25,1996,0.8,47,59,79.7,905,278,20,24,83.33333333333334,17,21,80.95238095238095,8,11,72.72727272727273,0,0.0,0.0,0.0,0,3,1,0,5
2200,Elba Rashani,KVX,"MF,FW",Clermont Foot,Ligue 1,29,1993,24.0,543,729,74.5,7569,1657,316,375,84.26666666666667,179,229,78.16593886462883,18,46,39.130434782608695,3,3.6,2.8,-0.6,20,34,15,5,54
2201,Marcus Rashford,ENG,FW,Manchester Utd,Premier League,24,1997,32.0,627,817,76.7,8886,2180,409,480,85.20833333333333,146,187,78.07486631016043,41,64,64.0625,5,3.4,2.8,1.6,30,38,53,2,88
2202,Giacomo Raspadori,ITA,"FW,MF","Napoli,Sassuolo",Serie A,22,2000,10.6,358,464,160.3,5742,1131,182,213,85.44600938967136,121,146,82.87671232876713,31,63,49.2063492063492,2,1.3,1.3,0.7,18,21,13,1,35
2204,Rafael Ratão,BRA,"FW,MF",Toulouse,Ligue 1,26,1995,20.6,590,800,73.8,8370,2341,338,423,79.90543735224587,183,243,75.30864197530865,31,58,53.44827586206896,4,4.1,3.8,-0.1,30,46,33,9,83
2205,David Raum,GER,"DF,MF",RB Leipzig,Bundesliga,24,1998,18.7,898,1189,75.5,15022,4628,454,503,90.25844930417495,347,436,79.58715596330275,79,178,44.38202247191011,2,4.6,5.0,-2.6,36,42,26,15,69
2206,Nicola Ravaglia,ITA,GK,Sampdoria,Serie A,33,1988,9.0,213,325,65.5,5681,4153,58,58,100.0,85,87,97.70114942528735,70,180,38.88888888888889,0,0.0,0.0,0.0,0,6,0,0,0
2207,Rayan Raveloson,MAD,"DF,MF",Auxerre,Ligue 1,25,1997,27.0,917,1130,81.2,17031,6379,367,421,87.17339667458432,418,498,83.93574297188755,104,162,64.19753086419753,1,0.9,1.3,0.1,13,82,15,7,100
2208,David Raya,ESP,GK,Brentford,Premier League,26,1995,38.0,1054,1640,64.3,34961,26954,131,135,97.03703703703704,463,473,97.88583509513742,459,1026,44.73684210526316,0,0.1,0.2,-0.1,2,75,3,0,13
2209,Tim Ream,USA,DF,Fulham,Premier League,34,1987,32.2,1662,1922,86.5,35620,12543,420,472,88.98305084745762,961,1035,92.85024154589372,267,379,70.44854881266491,0,0.1,0.3,-0.1,3,148,0,0,142
2210,Ante Rebić,CRO,"FW,MF",Milan,Serie A,28,1993,10.9,187,334,56.0,2673,815,110,148,74.32432432432432,51,98,52.04081632653062,14,38,36.84210526315789,2,2.0,1.9,0.0,13,12,12,3,29
2211,Arkadiusz Reca,POL,DF,Spezia,Serie A,27,1995,24.1,827,1197,69.1,14250,5884,393,478,82.21757322175732,320,430,74.4186046511628,89,200,44.5,1,2.2,2.1,-1.2,23,76,33,25,79
2212,Nathan Redmond,ENG,DF,Southampton,Premier League,28,1994,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2213,Harrison Reed,ENG,MF,Fulham,Premier League,27,1995,31.8,988,1281,77.1,15467,3661,517,612,84.47712418300654,355,421,84.32304038004752,76,133,57.14285714285714,4,4.1,2.0,-0.1,35,82,29,11,102
2214,Sergio Reguilón,ESP,DF,Atlético Madrid,La Liga,25,1996,3.4,117,147,79.6,1667,507,73,81,90.12345679012346,40,52,76.92307692307693,2,5,40.0,0,0.4,0.3,-0.4,7,10,3,1,11
2215,Bobby Reid,JAM,"FW,DF",Fulham,Premier League,29,1993,27.5,636,907,70.1,9625,3067,341,416,81.97115384615384,226,319,70.84639498432603,34,81,41.9753086419753,1,1.7,1.6,-0.7,19,36,38,10,63
2216,Pepe Reina,ESP,GK,Villarreal,La Liga,39,1982,22.0,685,855,80.1,16159,10999,142,145,97.93103448275862,400,405,98.76543209876543,143,303,47.194719471947195,0,0.7,0.0,-0.7,1,5,0,0,0
2217,Jeff Reine-Adélaïde,FRA,MF,"Troyes,Lyon",Ligue 1,24,1998,6.300000000000001,391,457,169.39999999999998,6157,1445,197,220,89.54545454545455,154,175,88.0,24,38,63.1578947368421,1,1.3,0.7999999999999999,-0.30000000000000004,10,40,8,1,52
2219,Reinier,BRA,"MF,FW",Girona,La Liga,20,2002,7.2,198,248,79.8,2642,664,128,148,86.48648648648648,62,75,82.66666666666667,3,9,33.33333333333333,1,0.6,0.7,0.4,7,11,8,0,25
2220,Rocco Reitz,GER,MF,M'Gladbach,Bundesliga,20,2002,0.0,2,2,100.0,30,0,1,1,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2221,Karim Rekik,NED,DF,Sevilla,La Liga,27,1994,13.1,642,700,91.7,11249,3819,262,272,96.32352941176471,333,353,94.3342776203966,38,59,64.40677966101694,1,0.1,0.1,0.9,4,48,2,1,50
2222,Álex Remiro,ESP,GK,Real Sociedad,La Liga,27,1995,38.0,941,1313,71.7,28583,21541,142,143,99.3006993006993,442,458,96.50655021834062,357,704,50.71022727272727,0,0.0,0.1,0.0,1,28,0,0,1
2223,Panagiotis Retsos,GRE,DF,Hellas Verona,Serie A,23,1998,1.4,44,56,78.6,781,321,20,23,86.95652173913044,20,24,83.33333333333334,4,7,57.14285714285714,0,0.0,0.0,0.0,1,3,0,0,2
2224,Marco Reus,GER,"MF,FW",Dortmund,Bundesliga,33,1989,15.0,450,568,79.2,5844,1398,259,309,83.81877022653723,148,170,87.05882352941177,9,24,37.5,4,2.6,1.4,1.4,20,27,9,1,45
2225,Alejandro Revuelta Montero,ESP,DF,Getafe,La Liga,22,2000,0.0,0,0,0.0,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2226,Elvis Rexhbeçaj,GER,MF,Augsburg,Bundesliga,24,1997,28.0,622,911,68.3,11034,3474,253,328,77.13414634146342,296,386,76.68393782383419,56,130,43.07692307692308,0,0.8,0.9,-0.8,12,67,10,1,89
2227,Gio Reyna,USA,"FW,MF",Dortmund,Bundesliga,19,2002,6.9,248,314,79.0,3622,872,147,174,84.48275862068965,66,86,76.74418604651163,16,23,69.56521739130434,2,1.3,1.9,0.7,12,14,12,2,25
2228,Chadi Riad,MAR,MF,Barcelona,La Liga,19,2003,0.0,1,1,100.0,7,5,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2229,Nico Ribaudo,ESP,"MF,FW",Espanyol,La Liga,21,2001,13.9,352,454,77.5,5496,1476,188,214,87.85046728971963,130,150,86.66666666666667,23,60,38.333333333333336,2,2.3,1.2,-0.3,25,44,10,5,57
2230,Alexsandro Ribeiro,BRA,DF,Lille,Ligue 1,22,1999,17.9,1148,1271,90.3,20522,8054,462,490,94.28571428571428,575,618,93.042071197411,82,120,68.33333333333333,0,0.1,0.4,-0.1,2,77,2,1,90
2231,Franck Ribéry,FRA,MF,Salernitana,Serie A,39,1983,0.4,19,22,86.4,235,19,11,12,91.66666666666666,7,8,87.5,0,0,,0,0.0,0.0,0.0,0,2,0,0,1
2232,Samuele Ricci,ITA,MF,Torino,Serie A,20,2001,23.0,1034,1181,87.6,17604,4043,464,508,91.33858267716536,451,492,91.66666666666666,83,114,72.80701754385966,1,1.8,1.4,-0.8,16,96,12,2,104
2233,Declan Rice,ENG,MF,West Ham,Premier League,23,1999,36.4,1846,2135,86.5,33652,9456,850,944,90.04237288135593,735,789,93.15589353612167,223,324,68.82716049382715,1,3.2,1.9,-2.2,37,233,13,3,240
2234,Chris Richards,USA,DF,Crystal Palace,Premier League,22,2000,5.0,169,203,83.3,3129,991,66,79,83.54430379746836,84,96,87.5,19,27,70.37037037037037,0,0.3,0.0,-0.3,1,15,0,0,14
2235,Richarlison,BRA,"MF,FW",Tottenham,Premier League,25,1997,11.2,196,279,70.3,2927,700,109,145,75.17241379310344,60,82,73.17073170731707,13,18,72.22222222222221,3,2.2,1.5,0.8,16,16,10,3,28
2236,Marco Richter,GER,"MF,FW",Hertha BSC,Bundesliga,24,1997,20.4,461,747,61.7,8175,3008,206,264,78.03030303030303,170,260,65.38461538461539,62,149,41.61073825503356,5,2.9,2.7,2.1,20,38,26,5,68
2237,Diego Rico,ESP,DF,Real Sociedad,La Liga,29,1993,18.3,746,985,75.7,12521,5657,371,425,87.29411764705883,306,394,77.66497461928934,53,120,44.166666666666664,0,1.5,1.7,-1.5,10,57,19,10,64
2238,Jaïro Riedewald,NED,"DF,MF",Crystal Palace,Premier League,25,1996,0.7,34,45,75.6,467,137,21,24,87.5,13,17,76.47058823529412,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1
2239,Manuel Riemann,GER,GK,Bochum,Bundesliga,33,1988,34.0,1065,1761,60.5,41782,36334,86,87,98.85057471264368,302,312,96.7948717948718,677,1348,50.22255192878339,0,0.1,0.8,-0.1,2,136,7,1,18
2240,Tomás Rincón,VEN,MF,Sampdoria,Serie A,34,1988,28.4,1018,1245,81.8,18851,5530,434,496,87.5,432,501,86.22754491017965,129,200,64.5,2,1.2,1.9,0.8,21,116,22,6,122
2241,Rémy Riou,FRA,GK,Lyon,Ligue 1,34,1987,6.7,179,225,79.6,3959,3001,43,45,95.55555555555556,102,105,97.14285714285714,32,73,43.83561643835616,0,0.0,0.0,0.0,0,0,0,0,1
2242,Renaud Ripart,FRA,"FW,MF",Troyes,Ligue 1,29,1993,14.7,317,468,67.7,4449,1022,176,234,75.21367521367522,108,158,68.35443037974683,11,28,39.285714285714285,1,1.9,0.7,-0.9,21,27,10,1,47
2243,Rodrigo Riquelme,ESP,"MF,FW",Girona,La Liga,22,2000,24.2,497,715,69.5,7275,2261,286,350,81.71428571428572,162,230,70.43478260869566,26,69,37.68115942028986,4,3.6,3.8,0.4,33,42,28,7,85
2244,Matt Ritchie,SCO,"FW,MF",Newcastle Utd,Premier League,32,1989,0.4,24,31,77.4,342,88,16,16,100.0,4,6,66.66666666666666,3,4,75.0,0,0.1,0.0,-0.1,1,0,0,0,1
2245,Sergi Roberto,ESP,"DF,MF",Barcelona,La Liga,30,1992,14.5,850,936,90.8,12315,2769,514,535,96.07476635514018,270,303,89.10891089108911,48,64,75.0,1,0.9,1.3,0.1,10,80,14,6,97
2246,Lucas Robertone,ARG,MF,Almería,La Liga,25,1997,31.6,1051,1364,77.1,18461,6242,507,573,88.48167539267016,369,437,84.43935926773455,135,269,50.18587360594795,7,6.6,4.5,0.4,53,115,34,13,155
2247,Andrew Robertson,SCO,DF,Liverpool,Premier League,28,1994,28.7,1803,2265,79.6,30554,9527,855,943,90.66808059384942,786,938,83.7953091684435,137,286,47.9020979020979,8,6.1,6.5,1.9,52,121,33,14,166
2248,Antonee Robinson,USA,DF,Fulham,Premier League,24,1997,34.3,1404,1910,73.5,24327,9684,625,725,86.20689655172413,612,792,77.27272727272727,137,294,46.59863945578231,1,1.3,1.8,-0.3,21,104,42,25,129
2249,Joel Robles,ESP,GK,Leeds United,Premier League,32,1990,4.0,63,122,51.6,2048,1611,6,6,100.0,26,27,96.29629629629629,31,89,34.831460674157306,0,0.0,0.0,0.0,0,2,0,0,0
2250,Joel Roca,ESP,"MF,FW",Girona,La Liga,17,2005,0.9,30,39,76.9,407,58,23,30,76.66666666666667,5,6,83.33333333333334,2,3,66.66666666666666,0,0.0,0.0,0.0,1,0,0,0,0
2251,Marc Roca,ESP,MF,Leeds United,Premier League,25,1996,25.7,978,1295,75.5,16572,6565,495,575,86.08695652173914,359,450,79.77777777777779,94,201,46.766169154228855,2,2.9,2.6,-0.9,33,157,17,2,172
2252,Enzo Roco,CHI,DF,Elche,La Liga,29,1992,18.4,587,719,81.6,11519,4677,189,222,85.13513513513513,311,346,89.88439306358381,75,119,63.02521008403361,0,0.0,0.3,0.0,1,43,4,0,42
2253,Marek Rodák,SVK,GK,Fulham,Premier League,25,1996,2.0,29,61,47.5,1170,1037,3,3,100.0,8,9,88.88888888888889,17,48,35.41666666666667,0,0.0,0.0,0.0,0,0,0,0,0
2254,Sebastian Rode,GER,MF,Eint Frankfurt,Bundesliga,31,1990,15.7,711,857,83.0,11453,3658,346,392,88.26530612244898,293,339,86.4306784660767,51,78,65.38461538461539,1,0.9,1.3,0.1,12,98,12,0,105
2255,Joe Rodon,WAL,DF,Rennes,Ligue 1,24,1997,15.7,945,1051,89.9,19753,5513,181,214,84.57943925233646,661,697,94.83500717360116,90,118,76.27118644067797,0,0.0,0.2,0.0,1,39,0,0,49
2256,Rodri,ESP,MF,Manchester City,Premier League,26,1996,32.3,2723,2987,91.2,49949,11936,1103,1187,92.92333614153327,1278,1369,93.3528122717312,300,354,84.7457627118644,6,4.1,3.5,1.9,32,265,33,3,260
2257,Rodri,ESP,"FW,MF",Betis,La Liga,22,2000,17.8,732,858,85.3,10858,2751,396,428,92.5233644859813,233,274,85.03649635036497,52,75,69.33333333333334,3,2.2,2.1,0.8,22,52,34,5,102
2258,Rodrigo,ESP,"FW,MF",Leeds United,Premier League,31,1991,21.5,389,550,70.7,5651,1138,219,277,79.06137184115524,110,158,69.62025316455697,32,56,57.14285714285714,1,1.8,1.3,-0.8,16,23,17,5,44
2259,Ángel Rodríguez,ESP,"FW,MF",Mallorca,La Liga,35,1987,4.4,59,82,72.0,839,183,29,36,80.55555555555556,14,21,66.66666666666666,5,9,55.55555555555556,0,0.1,0.1,-0.1,3,6,1,0,6
2260,Óscar Rodríguez Arnaiz,ESP,MF,Celta Vigo,La Liga,24,1998,19.7,833,1057,78.8,13804,4087,431,477,90.35639412997904,294,363,80.99173553719008,82,159,51.57232704402516,0,2.2,2.1,-2.2,24,113,11,2,118
2261,Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,1988,23.3,537,685,78.4,8403,2192,310,348,89.08045977011494,153,191,80.10471204188482,48,77,62.33766233766234,6,3.2,2.4,2.8,26,50,19,2,76
2262,Guido Rodríguez,ARG,MF,Betis,La Liga,28,1994,31.9,1464,1688,86.7,23761,7863,729,796,91.58291457286433,541,604,89.56953642384106,129,189,68.25396825396825,0,0.4,0.8,-0.4,11,133,9,1,123
2263,Miguel Rodríguez,ESP,"MF,FW",Celta Vigo,La Liga,19,2003,2.8,60,91,65.9,966,245,32,43,74.4186046511628,21,28,75.0,6,14,42.857142857142854,1,0.1,0.5,0.9,1,4,5,3,6
2264,Pablo Rodríguez,ESP,"FW,MF",Lecce,Serie A,20,2001,0.6,14,21,66.7,215,66,6,10,60.0,6,7,85.71428571428571,1,1,100.0,0,0.0,0.0,0.0,1,2,0,0,3
2265,Ricardo Rodríguez,SUI,DF,Torino,Serie A,29,1992,29.7,1439,1757,81.9,25311,8461,664,726,91.46005509641874,625,718,87.04735376044567,128,242,52.892561983471076,0,1.9,2.2,-1.9,29,114,26,12,133
2266,Rodrygo,BRA,"FW,MF",Real Madrid,La Liga,21,2001,26.4,918,1050,87.4,10744,2092,650,702,92.5925925925926,162,188,86.17021276595744,33,43,76.74418604651163,8,7.0,6.2,1.0,47,63,28,3,81
2267,Mads Roerslev,DEN,DF,Brentford,Premier League,23,1999,12.3,194,303,64.0,2980,1071,110,143,76.92307692307693,62,84,73.80952380952381,15,44,34.090909090909086,0,1.2,0.8,-1.2,8,15,7,5,19
2268,Agustín Rogel,URU,DF,Hertha BSC,Bundesliga,24,1997,15.8,426,572,74.5,8612,3341,117,155,75.48387096774194,251,298,84.22818791946308,51,100,51.0,1,0.0,0.1,1.0,1,11,0,0,23
2269,Rogério,BRA,DF,Sassuolo,Serie A,24,1998,33.3,1644,2038,80.7,28400,11170,820,884,92.76018099547511,618,731,84.54172366621067,174,313,55.59105431309904,3,2.7,2.2,0.3,30,126,47,25,185
2270,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,20,2002,0.6,13,18,72.2,158,41,8,9,88.88888888888889,4,5,80.0,0,0,,1,0.5,0.2,0.5,3,1,1,0,1
2271,Tony Rölke,GER,FW,Hertha BSC,Bundesliga,19,2003,0.2,5,8,62.5,60,0,3,5,60.0,2,3,66.66666666666666,0,0,,0,0.0,0.0,0.0,0,0,0,0,0
2272,Filippo Romagna,ITA,DF,Sassuolo,Serie A,25,1997,0.5,34,36,94.4,579,165,13,13,100.0,21,22,95.45454545454545,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
2273,Alessio Romagnoli,ITA,DF,Lazio,Serie A,27,1995,32.5,1673,1849,90.5,28906,11821,753,789,95.43726235741445,717,764,93.84816753926701,153,223,68.60986547085201,0,0.1,0.4,-0.1,2,91,4,0,62
2274,Simone Romagnoli,ITA,DF,Lecce,Serie A,32,1990,1.9,61,74,82.4,1136,497,18,19,94.73684210526315,42,49,85.71428571428571,1,6,16.666666666666664,0,0.0,0.0,0.0,0,1,0,0,5
2275,Leonardo Román,ESP,GK,Mallorca,La Liga,22,2000,1.0,29,42,69.0,846,648,6,6,100.0,12,12,100.0,11,24,45.83333333333333,0,0.0,0.0,0.0,0,0,0,0,0
